"Indicativo","NOMBRE","PROVINCIA","MUNICIPIO","ALTITUD","LONGITUD","LATITUD","DATUM","enero","febrero","marzo","abril","mayo","junio","julio","agosto","septiembre","octubre","noviembre","diciembre","anual","Archivo_Origen"
"2539","VALLADOLID/VILLANUBLA","VALLADOLID","VILLANUBLA",846,451202,414243,"ETRS89","0","1.8","2.3","5.8","8.5","9.5","13.3","12.2","10.2","5","3.9",NA,NA,"TM_MIN_2020.csv"
"2614","ZAMORA","ZAMORA","ZAMORA",656,544072,413056,"ETRS89","2.1","4.1","4.4","8.4","11.2","12.8","16.3","15.3","12.3","7.1","5.7",NA,NA,"TM_MIN_2020.csv"
"2661","LEÓN/VIRGEN DEL CAMINO","LEON","VALVERDE DE LA VIRGEN",912,539042,423518,"ETRS89","-0.4","2.2","2.3","6.5","9.1","9.1","13.6","12.3","10.5","5.7","5.2","0.6","6.4","TM_MIN_2020.csv"
"2867","SALAMANCA/MATACAN","SALAMANCA","CALVARRASA DE ABAJO",790,529542,405734,"ETRS89","-0.2","0.1","1.9","6.4","9.2","10.3","13.4","11.2","8.8","4.2","3.5","0.5","5.8","TM_MIN_2020.csv"
"2870","SALAMANCA,OBS.","SALAMANCA","SALAMANCA",775,539442,405727,"ETRS89","1.8","3.4","4.3","8.3","11.5","12.8","16.7","15","12.2","7.2","6.2","2.9","8.5","TM_MIN_2020.csv"
"3013","MOLINA DE ARAGÓN","GUADALAJARA","MOLINA DE ARAGÓN",1062,152442,405030,"ETRS89","-2.8","-0.6","0.9","5.7","7.5","9.3","12.2","10.8","6.8","2.2","0.8","-1.5","4.3","TM_MIN_2020.csv"
"3129","MADRID/BARAJAS","MADRID","MADRID",609,333202,402800,"ETRS89","1.5","3.2","5.4","8.5","11.8","14.5","19.4","17.4","13.5","7.3","5.5","2.3","9.2","TM_MIN_2020.csv"
"3175","MADRID/TORREJÓN","MADRID","TORREJÓN DE ARDOZ",607,326372,402919,"ETRS89","0.5","2.2","4","7.6","10.5","12.8","17.9","16.1","12.6","6.5","5.1","1.1","8.1","TM_MIN_2020.csv"
"3191E","COLMENAR VIEJO/FAMET","MADRID","COLMENAR VIEJO",1004,345542,404146,"ETRS89","3","5.2","5.2","7.6",NA,"13.7","19.5","17.7","14","7.9","7.2","2.4",NA,"TM_MIN_2020.csv"
"3195","MADRID,RETIRO","MADRID","MADRID",667,340412,402443,"ETRS89","3.6","6.5","6.8","9.3","13.5","16.1","21.1","19.1","15.6","9.2","8.1","4.3","11.1","TM_MIN_2020.csv"
"3196","MADRID/CUATRO VIENTOS","MADRID","MADRID",690,347102,402232,"ETRS89","2.9","5.8",NA,"9.1","12.9","15.7","20.9","18.9","15","8.8","7.5","3.7",NA,"TM_MIN_2020.csv"
"3200","MADRID/GETAFE","MADRID","GETAFE",620,343202,401758,"ETRS89","2.7","5.2","6.3","9.1","13.5","16.6","21.8","19.5","15.8","8.8","7.5","3.8","10.9","TM_MIN_2020.csv"
"3260B","TOLEDO","TOLEDO","TOLEDO",515,402432,395305,"ETRS89","2.7","4.6","6.2","9.6","13.5","16.2","21.1","19.2","15","8.8","7.4","4.1","10.7","TM_MIN_2020.csv"
"3469A","CÁCERES","CACERES","CÁCERES",394,620202,392817,"ETRS89","4.4","6.8","7.4","10.1","13.4","14.9","21.1","18.5","15.9","10.5","9.5","5.6","11.5","TM_MIN_2020.csv"
"367","GIRONA/COSTA BRAVA","GIRONA","VILOBÍ D'ONYAR",143,245481,415442,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4121","CIUDAD REAL","CIUDAD REAL","CIUDAD REAL",628,355132,385921,"ETRS89","1.8","4.6","5.8","9.4","12.9","16.4","20.8","19.1","14.7","8.5","6.6","3.5","10.3","TM_MIN_2020.csv"
"4452","BADAJOZ/TALAVERA LA REAL","BADAJOZ","BADAJOZ",185,648502,385300,"ETRS89","4","5.9","7.5","10.5","14.4","14.5","19.8","17.4","16.1","10.3","9.7","6.1","11.4","TM_MIN_2020.csv"
"4642E","HUELVA, RONDA ESTE","HUELVA","HUELVA",19,654422,371642,"ETRS89","6.9","8.7","9.3","12.4","15.6","16.7","20.9","19.8","17.8","12.3","12.2","8.1","13.4","TM_MIN_2020.csv"
"5000C","CEUTA","CEUTA","CEUTA",87,520492,355319,"ETRS89","11.8","13.5","13.2","14.3","16.9","18.8","21.7","22.3","20.6","16.6","15.5","12.4","16.5","TM_MIN_2020.csv"
"5270B","JAÉN","JAEN","JAÉN",580,348322,374639,"ETRS89","5.4","9.2","9.1","11","15.4","17.6","23.1",NA,"18.2","12.3","10.6","5.9",NA,"TM_MIN_2020.csv"
"5402","CÓRDOBA/AEROPUERTO","CORDOBA","CÓRDOBA",90,450482,375056,"ETRS89","4.8","6.7","7.8","11.3","14","16.4","21.7","19.5","16.8","10.1","9.6","5.1","12","TM_MIN_2020.csv"
"5514","GRANADA/BASE AÉREA","GRANADA","ALHENDÍN",687,337532,370814,"ETRS89","0.2","2.5","5","7.5","10.7","13.4","18.7","17.3","13.4","7.4","5.7","2.1","8.7","TM_MIN_2020.csv"
"5530E","GRANADA/AEROPUERTO","GRANADA","CHAUCHINA",567,347222,371123,"ETRS89","-0.2","2","5","7.9","11.5","13.7","18.7","16.4","13.5","6.2","5.7","2.4","8.6","TM_MIN_2020.csv"
"5783","SEVILLA/SAN PABLO","SEVILLA","SEVILLA",34,552452,372500,"ETRS89","6.7","10","10.4","12.8","16.5",NA,NA,"21.1","19.3","13.1","12.4","7.5",NA,"TM_MIN_2020.csv"
"5796","MORÓN DE LA FRONTERA","SEVILLA","ARAHAL",87,536412,370952,"ETRS89","4.8","7.1","8.1","10.8","14","15.8","20.8","19.5","17.8","11.7","10.8","7","12.4","TM_MIN_2020.csv"
"5910","ROTA B.N.OBSERVATORIO'","CADIZ","ROTA",21,619572,363820,"ETRS89","6.7","9.6","10.5","12.9","15.8","17.7","21.1","20.2","18.9","13.3","12.3","9","14","TM_MIN_2020.csv"
"5960","JEREZ DE LA FRONTERA/AEROPUERTO","CADIZ","JEREZ DE LA FRONTERA",27,603212,364502,"ETRS89","4.2",NA,"7.6","10.9","13.3","14.3",NA,"17.2","15.8","9.9","10.1",NA,NA,"TM_MIN_2020.csv"
"5973","CÁDIZ,OBS.","CADIZ","CÁDIZ",2,615282,362959,"ETRS89","10.1","13","13","14.8","18","19.8","23.3","22.6","21.5","16.5","15.5","12.1","16.7","TM_MIN_2020.csv"
"6000A","MELILLA","MELILLA","MELILLA",52,257232,351635,"ETRS89","9.9","12.4","13.2",NA,"17.4","19.7","23.1","24.1","21.5","16.7","14.4","11.7",NA,"TM_MIN_2020.csv"
"6001","TARIFA","CADIZ","TARIFA",32,535562,360050,"ETRS89","9.3","11.1",NA,NA,NA,NA,"20.7","20.5","19.6","15.2","14.8","10.5",NA,"TM_MIN_2020.csv"
"6155A","MÁLAGA/AEROPUERTO","MALAGA","MÁLAGA",5,428562,363958,"ETRS89","7.8","10.4","11.9","12.9","15.9",NA,"22.2","22.8","19.7","13.8","12.7","9",NA,"TM_MIN_2020.csv"
"6325O","ALMERÍA/AEROPUERTO","ALMERIA","ALMERÍA",21,221252,365047,"ETRS89","8.2","9.7","11.9",NA,"17","18.3","23.7","23","20.5","14.6","13.3","9.8",NA,"TM_MIN_2020.csv"
"7031","MURCIA/SAN JAVIER","MURCIA","SAN JAVIER",4,48122,374720,"ETRS89","5.4","8.4","10.4","12.7","16.1","18.5","22.5","22.2","19.3","12.4","11.7","5.7","13.8","TM_MIN_2020.csv"
"7178I","MURCIA","MURCIA","MURCIA",61,110152,380007,"ETRS89","5.3","8.1","10","11.7","15.6","18.5","21.9","22.2","18.7","12.4","11.6","6.2","13.5","TM_MIN_2020.csv"
"7228","MURCIA/ALCANTARILLA","MURCIA","MURCIA",75,113432,375728,"ETRS89","3.7","6.8","9","10.8","14","17.2","20.4","20.8","17","10.9","10.1","4.4","12.1","TM_MIN_2020.csv"
"76","BARCELONA/AEROPUERTO","BARCELONA","EL PRAT DE LLOBREGAT",4,204121,411734,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8019","ALICANTE-ELCHE/AEROPUERTO","ALICANTE","ELCHE/ELX",43,34152,381658,"ETRS89","6.2","8.5","9.8","11.5","15.2","18","21.3","21.9","18.9","13.2","12","7.3","13.7","TM_MIN_2020.csv"
"8025","ALICANTE","ALICANTE","ALICANTE/ALACANT",81,29392,382221,"ETRS89","6.2","9","10.7","12.1","15.9","18.7","21.8","22.2","18.9","13.4","11.6","7.9","14","TM_MIN_2020.csv"
"8096","CUENCA","CUENCA","CUENCA",948,207552,400402,"ETRS89","0.8","2.9","4.3","7.7","11.1","13.4","17.9","16.5","12.5","5.7","4.9","0.8","8.2","TM_MIN_2020.csv"
"8175","ALBACETE/LOS LLANOS","ALBACETE","ALBACETE",702,151232,385715,"ETRS89","-0.2","2.7","4.2","7.7","10.5","13.9","17.9","17.3","12.8","6.3","5.1","1","8.3","TM_MIN_2020.csv"
"8178D","ALBACETE,OBS.","ALBACETE","ALBACETE",676,151442,390020,"ETRS89","1.5","5.1","5.5","8.8","12.1","15.4","19","19","14.2","8","6.4","2.4","9.8","TM_MIN_2020.csv"
"8368U","TERUEL","TERUEL","TERUEL",900,107272,402102,"ETRS89","-2.2","-0.2","2.5","7","9","11.4","14.7","14","9.5","3.5","2.7","-1","5.9","TM_MIN_2020.csv"
"8414A","VALENCIA/AEROPUERTO","VALENCIA","MANISES",56,28292,392906,"ETRS89","4.3","6.9","8.8","11.5","15","17.7","21.3","21.7","17.8","12","10","5.6","12.7","TM_MIN_2020.csv"
"8416","VALENCIA","VALENCIA","VALÈNCIA",11,21592,392850,"ETRS89","7.1","10.2","11.1","12.3","16.9","19.2","22.7","23.2","19.1","14.2","11.4","8","14.6","TM_MIN_2020.csv"
"8500A","CASTELLÓN-ALMASSORA","CASTELLON","ALMASSORA",43,4192,395726,"ETRS89","7","9.5","9.9","12.4","16.3","18.4","22","22.1","18.6","13.8","11.7","7.4","14.1","TM_MIN_2020.csv"
"9091O","FORONDA-TXOKIZA","ARABA/ALAVA","VITORIA-GASTEIZ",513,244062,425255,"ETRS89","1","2.6","2.3","7.6","8.4","10.6","12","12.5","9.8","6.7","4.6","3.1","6.8","TM_MIN_2020.csv"
"9170","LOGROÑO/AGONCILLO","LA RIOJA","AGONCILLO",353,219522,422708,"ETRS89","1.6",NA,"4.6","8.7",NA,"13.1","16","16","12.7","7.6","5.4","3.7",NA,"TM_MIN_2020.csv"
"9262","PAMPLONA OBSERVATORIO","NAVARRA","PAMPLONA/IRUÑA",450,138182,424904,"ETRS89","2.9","5.5",NA,NA,NA,NA,NA,"16.3","13.4","8.9","6.5","3.8",NA,"TM_MIN_2020.csv"
"9263D","PAMPLONA/NOAIN","NAVARRA","GALAR",459,139002,424637,"ETRS89","1.1","2.7",NA,NA,"10.4",NA,"14.5","14.8","11.7","7.2","4.1","2.8",NA,"TM_MIN_2020.csv"
"9381I","CALAMOCHA","TERUEL","CALAMOCHA",890,117362,405534,"ETRS89","-1.6","0.5","2.2","7","9","11.1","14.1","13.4","9.3","4.3","1.9","0","5.9","TM_MIN_2020.csv"
"9390","DAROCA I","ZARAGOZA","DAROCA",779,124362,410652,"ETRS89","-1.2","1.3","2.8","7.8","10.1","12","15","14.5","10.6","5.6","2.6","1","6.8","TM_MIN_2020.csv"
"9434","ZARAGOZA/AEROPUERTO","ZARAGOZA","ZARAGOZA",249,100152,413938,"ETRS89","2.9","5.6","6.4","10.7","14.4","15.9","19.4","19.5","15.7","10","7.2","4.2","11","TM_MIN_2020.csv"
"9771C","LLEIDA","LLEIDA","LLEIDA",185,35531,413734,"ETRS89","2.3","4.2","6.2","9.4","13.8","15.4","18.8","18.9","14.6","8.1","6.7","2.6","10.1","TM_MIN_2020.csv"
"9898","HUESCA/PIRINEOS","HUESCA","ALCALÁ DEL OBISPO",546,19322,420504,"ETRS89","1.4","5.2","4.7","8.5","12","13.3","16.8","17.4","13.7","7.9","6.4","2.2","9.1","TM_MIN_2020.csv"
"9981A","TORTOSA","TARRAGONA","ROQUETES",50,29361,404913,"ETRS89","4.3","8.2","9.3","10.9","15.7","17.5","21.1","21.4","17.4","12.8","9.7","7","12.9","TM_MIN_2020.csv"
"B228","PALMA-PUERTO","BALEARES","PALMA",3,237311,393319,"ETRS89","9.2","10","11.2","13.6","17.1","19.7","23.4","23.6","20.2","15.2","14","10.2","15.6","TM_MIN_2020.csv"
"B278","PALMA DE MALLORCA/SON SAN JUAN","BALEARES","PALMA",8,244121,393339,"ETRS89","5.2","6.2","8","10.9","13.7","16.8","19.7","20.1","16.9","11.2","10.1","6.1","12.1","TM_MIN_2020.csv"
"B893","MENORCA/AEROPUERTO","BALEARES","MAÓ-MAHÓN",91,412561,395117,"ETRS89","7.5","8.2","9.2","11.6","15","17.1","20.4","21.1","18.2","13.1","12.4","8.5","13.5","TM_MIN_2020.csv"
"B954","IBIZA/ES CODOLÁ","BALEARES","SANT JOSEP DE SA TALAIA",6,123041,385235,"ETRS89","6.4","7.7","9.5","12",NA,"18.1","21.5","21.8","18.7","14.6","12.6","8.8",NA,"TM_MIN_2020.csv"
"C029O","LANZAROTE/AEROPUERTO","LAS PALMAS","SAN BARTOLOMÉ",14,1336012,285707,"REGCAN95","13.2","15.3","14.6",NA,"17.7",NA,"21","21.8","21.4","19.1",NA,"15",NA,"TM_MIN_2020.csv"
"C139E","LA PALMA/AEROPUERTO","SANTA CRUZ DE TENERIFE","BREÑA BAJA",33,1745182,283759,"REGCAN95","15.3","17.1","16","16.9","18.2","20.1","21","22","21.9","20.7",NA,"16.7",NA,"TM_MIN_2020.csv"
"C249I","FUERTEVENTURA/AEROPUERTO","LAS PALMAS","PUERTO DEL ROSARIO",25,1351472,282641,"REGCAN95","14.5","16.3","15.8","16.9","18.4","20.7","21.8","22.6","21.9",NA,"18.2","16.4",NA,"TM_MIN_2020.csv"
"C429I","TENERIFE/SUR","SANTA CRUZ DE TENERIFE","GRANADILLA DE ABONA",64,1633402,280249,"REGCAN95","14.4","16.9","15.3","16.4","18","20.3","20.7","21.8","22","20.5",NA,"16.1",NA,"TM_MIN_2020.csv"
"C430E","IZAÑA","SANTA CRUZ DE TENERIFE","LA OROTAVA",2371,1629582,281832,"REGCAN95","1.5","4","2.4","2.7","7.9","9.9","15.8","14.5","12.3","8.5","4.8","1.3","7.1","TM_MIN_2020.csv"
"C447A","TENERIFE/LOS RODEOS","SANTA CRUZ DE TENERIFE","SAN CRISTÓBAL DE LA LAGUNA",632,1619462,282839,"REGCAN95","10.3","12.3","11",NA,"13.8","15.5","17.1","18","17.7","16","14.4","11.7",NA,"TM_MIN_2020.csv"
"C449C","STA.CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE",35,1615192,282748,"REGCAN95","15.7","17","16.1","17.8","18.9","21.1","22.1","23","22.6","21","19.3","17","19.3","TM_MIN_2020.csv"
"C649I","GRAN CANARIA/AEROPUERTO","LAS PALMAS","INGENIO",32,1523432,275504,"REGCAN95","14.7","16.9","15.8","17",NA,"20.5",NA,NA,"22.3","20.5","18.6","16.4",NA,"TM_MIN_2020.csv"
"C929I","HIERRO/AEROPUERTO","SANTA CRUZ DE TENERIFE","VALVERDE",32,1753202,274908,"REGCAN95","16.9","18","17.4","18.4","19.4","21","21.4","22.4","22.8","21.7","19.6","18","19.8","TM_MIN_2020.csv"
"0016A","REUS/AEROPUERTO","TARRAGONA","REUS",71,109491,410842,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0200E","BARCELONA (FABRA)","BARCELONA","BARCELONA",408,207271,412506,"ETRS89","6.9","9.3",NA,NA,NA,NA,"26.9","27.4","20.7","14.4","12.1","7.4",NA,"TS_10_2020.csv"
"1014","HONDARRIBIA-MALKARROA","GIPUZKOA","HONDARRIBIA",4,147322,432125,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024E","SAN SEBASTIÁN,IGUELDO","GIPUZKOA","DONOSTIA/SAN SEBASTIÁN",251,202282,431823,"ETRS89","7.4","10.5","10.7","15.2","19.8","20.1","23.3","22.9","19","12.9","11.3","8","15.1","TS_10_2020.csv"
"1082","BILBAO/AEROPUERTO","BIZKAIA","LOIU",42,254232,431753,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","SANTANDER/PARAYAS","CANTABRIA","CAMARGO",3,349322,432526,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","SANTANDER I,CMT","CANTABRIA","SANTANDER",52,348022,432928,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208H","GIJÓN, MUSEL","ASTURIAS","GIJÓN",5,542032,433336,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212E","ASTURIAS/AVILÉS","ASTURIAS","CASTRILLÓN",127,602392,433401,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249I","OVIEDO","ASTURIAS","OVIEDO",336,552272,432112,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387","A CORUÑA","A CORUÑA","A CORUÑA",58,825172,432157,"ETRS89","10.1","12.7","13.1","15.5","18.3","20.3","21.7","22.2",NA,"16.4","14.1","11.3",NA,"TS_10_2020.csv"
"1387E","A CORUÑA/ALVEDRO","A CORUÑA","CULLEREDO",98,822192,431825,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428","SANTIAGO DE COMPOSTELA/LABACOLLA","A CORUÑA","O PINO",370,824382,425317,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484C","PONTEVEDRA","PONTEVEDRA","PONTEVEDRA",108,836572,422618,"ETRS89","9.4","12.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TS_10_2020.csv"
"1495","VIGO/PEINADOR","PONTEVEDRA","REDONDELA",261,837262,421419,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505","LUGO/ROZAS","LUGO","CASTRO DE REI",445,727272,430641,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549","PONFERRADA","LEON","PONFERRADA",534,636002,423350,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690A","OURENSE","OURENSE","OURENSE",143,751352,421931,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2030","SORIA","SORIA","SORIA",1082,228592,414630,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2331","BURGOS/VILLAFRÍA","BURGOS","BURGOS",891,337132,422125,"ETRS89","3.7","7.6",NA,NA,NA,NA,"26.6","25.2","20.4","12",NA,"4.9",NA,"TS_10_2020.csv"
"2422","VALLADOLID","VALLADOLID","VALLADOLID",735,445162,413827,"ETRS89","3.6","8.1","10.3","14.3","20.5","25","30.6","28.7","22.3","13.4","9.3","5.1","15.9","TS_10_2020.csv"
"2444","ÁVILA","AVILA","ÁVILA",1130,440482,403933,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2462","NAVACERRADA,PUERTO","MADRID","CERCEDILLA",1894,400382,404735,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2465","SEGOVIA","SEGOVIA","SEGOVIA",1005,407352,405643,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2539","VALLADOLID/VILLANUBLA","VALLADOLID","VILLANUBLA",846,451202,414243,"ETRS89","3.7","7.7",NA,NA,NA,NA,NA,"25","20.2","11.7","9","4.9",NA,"TS_10_2020.csv"
"2614","ZAMORA","ZAMORA","ZAMORA",656,544072,413056,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2661","LEÓN/VIRGEN DEL CAMINO","LEON","VALVERDE DE LA VIRGEN",912,539042,423518,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2867","SALAMANCA/MATACAN","SALAMANCA","CALVARRASA DE ABAJO",790,529542,405734,"ETRS89","6.1","9.9","11.5",NA,NA,NA,"31.7","30.1","24.1","15.7","11.9","7.8",NA,"TS_10_2020.csv"
"2870","SALAMANCA,OBS.","SALAMANCA","SALAMANCA",775,539442,405727,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3013","MOLINA DE ARAGÓN","GUADALAJARA","MOLINA DE ARAGÓN",1062,152442,405030,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3129","MADRID/BARAJAS","MADRID","MADRID",609,333202,402800,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3175","MADRID/TORREJÓN","MADRID","TORREJÓN DE ARDOZ",607,326372,402919,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3191E","COLMENAR VIEJO/FAMET","MADRID","COLMENAR VIEJO",1004,345542,404146,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3195","MADRID,RETIRO","MADRID","MADRID",667,340412,402443,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3196","MADRID/CUATRO VIENTOS","MADRID","MADRID",690,347102,402232,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3200","MADRID/GETAFE","MADRID","GETAFE",620,343202,401758,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3260B","TOLEDO","TOLEDO","TOLEDO",515,402432,395305,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3469A","CÁCERES","CACERES","CÁCERES",394,620202,392817,"ETRS89","9.3","12.6","14.1","16.3","22.5","27.6","33","31.9","26.9","19.5","14.9","10.8","20","TS_10_2020.csv"
"367","GIRONA/COSTA BRAVA","GIRONA","VILOBÍ D'ONYAR",143,245481,415442,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4121","CIUDAD REAL","CIUDAD REAL","CIUDAD REAL",628,355132,385921,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4452","BADAJOZ/TALAVERA LA REAL","BADAJOZ","BADAJOZ",185,648502,385300,"ETRS89","9.2","13.1",NA,NA,NA,NA,"32.8","30.9","26.1","18.5","14.7","10.8",NA,"TS_10_2020.csv"
"4642E","HUELVA, RONDA ESTE","HUELVA","HUELVA",19,654422,371642,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5000C","CEUTA","CEUTA","CEUTA",87,520492,355319,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5270B","JAÉN","JAEN","JAÉN",580,348322,374639,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5402","CÓRDOBA/AEROPUERTO","CORDOBA","CÓRDOBA",90,450482,375056,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5514","GRANADA/BASE AÉREA","GRANADA","ALHENDÍN",687,337532,370814,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5530E","GRANADA/AEROPUERTO","GRANADA","CHAUCHINA",567,347222,371123,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5783","SEVILLA/SAN PABLO","SEVILLA","SEVILLA",34,552452,372500,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5796","MORÓN DE LA FRONTERA","SEVILLA","ARAHAL",87,536412,370952,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5910","ROTA B.N.OBSERVATORIO'","CADIZ","ROTA",21,619572,363820,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5960","JEREZ DE LA FRONTERA/AEROPUERTO","CADIZ","JEREZ DE LA FRONTERA",27,603212,364502,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5973","CÁDIZ,OBS.","CADIZ","CÁDIZ",2,615282,362959,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6000A","MELILLA","MELILLA","MELILLA",52,257232,351635,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6001","TARIFA","CADIZ","TARIFA",32,535562,360050,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6155A","MÁLAGA/AEROPUERTO","MALAGA","MÁLAGA",5,428562,363958,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6325O","ALMERÍA/AEROPUERTO","ALMERIA","ALMERÍA",21,221252,365047,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7031","MURCIA/SAN JAVIER","MURCIA","SAN JAVIER",4,48122,374720,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7178I","MURCIA","MURCIA","MURCIA",61,110152,380007,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7228","MURCIA/ALCANTARILLA","MURCIA","MURCIA",75,113432,375728,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","BARCELONA/AEROPUERTO","BARCELONA","EL PRAT DE LLOBREGAT",4,204121,411734,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8019","ALICANTE-ELCHE/AEROPUERTO","ALICANTE","ELCHE/ELX",43,34152,381658,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8025","ALICANTE","ALICANTE","ALICANTE/ALACANT",81,29392,382221,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8096","CUENCA","CUENCA","CUENCA",948,207552,400402,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8175","ALBACETE/LOS LLANOS","ALBACETE","ALBACETE",702,151232,385715,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8178D","ALBACETE,OBS.","ALBACETE","ALBACETE",676,151442,390020,"ETRS89",NA,NA,NA,"16.5","22.5",NA,NA,NA,NA,NA,NA,NA,NA,"TS_10_2020.csv"
"8368U","TERUEL","TERUEL","TERUEL",900,107272,402102,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
